,Unnamed: 0,Lemma,Roots
984,17996,кризис,['кризис']
985,47208,указание,['указ']
986,30761,плата,['плат']
987,51959,яблоко,['яблок']
988,34599,препарат,['препарат']
989,9235,действительность,['действительн']
990,27759,остаток,['оста']
991,21629,москвич,['москв']
992,14222,изображение,['изображ']
993,40863,сделка,['дел']
994,43154,сочинение,['сочин']
995,45007,танк,['танк']
996,32410,покупатель,['куп']
997,13157,затрата,['трат']
998,44246,строка,['строк']
999,11004,единица,['един']
